"","placeID","distPoint1","distPoint2","distPoint3","classCity","isSmoking","foodCount","American","Asian","Bar","Cafe-Breakfast","Europea","Fast_Food","International","Mexican","Others","hasParking","payCount","rating","foodRating","serviceRating","area","Rambience","price","accessibility","dress_code","alcohol","clusterHclust","name"
"1",134999,210.749187364859,4.09959860325945,85.7703932190508,"B",FALSE,1,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",FALSE,-1,1.6,1.6,1.6,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","1","Kiku Cuernavaca"
"2",132825,0.348859370196696,206.499411692205,207.169042416918,"A",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",FALSE,1,1.28125,1.34375,0.9375,"open","familiar","low","completely","informal","No_Alcohol_Served","2","puesto de tacos"
"3",135106,1.07629843217991,205.76294595901,206.388126063257,"A",TRUE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",FALSE,3,1.2,1.2,1.2,"open","familiar","medium","partially","informal","Wine-Beer","2","El Rincón de San Francisco"
"4",132667,205.827396317442,86.3621819771452,1.71688864079223,"C",FALSE,1,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",FALSE,1,1.25,2,1.25,"closed","familiar","low","completely","informal","No_Alcohol_Served","3","little pizza Emilio Portes Gil"
"5",132613,205.638949063673,86.3596102692473,1.9053323362261,"C",TRUE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",TRUE,1,1.16666666666667,1.33333333333333,1,"closed","familiar","medium","completely","informal","No_Alcohol_Served","3","carnitas_mata"
"6",135040,1.83489576142545,204.994784003838,205.723112424677,"A",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",TRUE,3,0.25,0.25,0.25,"closed","familiar","high","no_accessibility","informal","Wine-Beer","4","Restaurant los Compadres"
"7",132732,204.959140229208,86.3664570043504,2.59317313893246,"C",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",FALSE,1,0.625,0.875,1,"open","familiar","low","completely","casual","No_Alcohol_Served","3","Taqueria EL amigo "
"8",132875,0.921650579592678,207.660318330961,208.344092273343,"A",TRUE,1,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",TRUE,5,1.125,1.25,1.125,"open","familiar","high","no_accessibility","informal","Wine-Beer","2","shi ro ie"
"9",132609,205.573800578045,86.4878497058052,2.0201495657447,"C",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",TRUE,1,0.6,0.6,0.6,"closed","quiet","low","completely","informal","No_Alcohol_Served","3","Pollo_Frito_Buenos_Aires"
"10",135082,7.87625348599953,199.245915233599,199.638418422501,"A",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,1,0.777777777777778,0.777777777777778,0.666666666666667,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","4","la Estrella de Dimas"
"11",135070,7.8685981776206,199.261870357534,199.641235228902,"A",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",TRUE,1,0.875,1,0.75,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","4","Restaurante 75"
"12",135069,4.56513177711536,202.361482046719,202.963478463772,"A",FALSE,1,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",TRUE,1,0.5,0.5,0.75,"closed","familiar","low","no_accessibility","informal","Wine-Beer","2","Abondance Restaurante Bar"
"13",135065,1.56238012459856,208.278182243967,208.984229718445,"A",TRUE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,4,1.11111111111111,1.11111111111111,0.888888888888889,"closed","familiar","high","no_accessibility","informal","Wine-Beer","4","El angel Restaurante"
"14",135076,1.43656603453079,205.685014963327,206.024081428865,"A",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",TRUE,4,1.30769230769231,1.53846153846154,1.07692307692308,"closed","familiar","high","no_accessibility","informal","Wine-Beer","4","Restaurante Pueblo Bonito"
"15",135086,3.17930697832678,209.775480704838,210.60059454539,"A",FALSE,2,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",TRUE,3,0.8,0.6,0.8,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","2","Mcdonalds Parque Tangamanga"
"16",132870,5.60765422424304,201.374065543658,201.916241872971,"A",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",FALSE,1,0.6,1,0.4,"closed","familiar","low","no_accessibility","informal","No_Alcohol_Served","2","Tortas y hamburguesas el gordo"
"17",132854,5.29738830086824,201.647317731221,202.246611853278,"A",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",TRUE,3,1.33333333333333,1.66666666666667,1.16666666666667,"closed","familiar","medium","completely","informal","Wine-Beer","2","Sirlone"
"18",132937,0.654647836253756,206.175029787946,206.810605985481,"A",TRUE,1,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",FALSE,1,1.5,1,1,"closed","quiet","low","completely","informal","Full_Bar","2","rockabilly "
"19",132856,1.2338608970374,205.616539781953,206.221898958046,"A",FALSE,1,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",FALSE,1,0.857142857142857,1.14285714285714,0.857142857142857,"closed","familiar","low","completely","informal","Wine-Beer","2","Unicols Pizza"
"20",132668,207.041532353504,86.1574029123658,0.418213260361376,"C",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",FALSE,-1,1,1,1,"closed","familiar","low","completely","informal","No_Alcohol_Served","3","TACOS EL GUERO"
"21",135033,1.43229286956073,205.398423830387,206.085271956469,"A",TRUE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,4,0.75,0.75,1.25,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","4","Restaurant El Muladar de Calzada"
"22",132862,0.204070359496767,206.939304414671,207.593610603354,"A",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",TRUE,5,1.38888888888889,1.38888888888889,1.44444444444444,"closed","familiar","high","completely","casual","Wine-Beer","2","La Posada del Virrey"
"23",134983,205.230875617637,1.60113849209287,85.8656348223898,"B",TRUE,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",TRUE,3,1,1,1.2,"closed","familiar","high","no_accessibility","informal","Full_Bar","1","Restaurant and Bar and Clothesline Carlos N Charlies"
"24",132851,5.71688650363901,201.239639859785,201.834583445946,"A",FALSE,2,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",TRUE,1,1.42857142857143,1,1,"closed","familiar","low","completely","informal","No_Alcohol_Served","2","KFC"
"25",135013,212.735679914443,6.21102828609259,85.5724904613469,"B",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,1,1.75,2,1.75,"closed","familiar","low","no_accessibility","informal","No_Alcohol_Served","4","Giovannis"
"26",135042,1.36570374297333,205.533226580518,206.063607312223,"A",FALSE,1,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",FALSE,1,1.25,1.25,1.15,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","2","Restaurant Oriental Express"
"27",132768,205.654536402346,1.23739403044327,86.2247104614208,"B",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",FALSE,2,1.6,1.7,1.4,"closed","familiar","medium","partially","casual","No_Alcohol_Served","1","Mariscos Tia Licha"
"28",132561,209.813720129682,86.141484803447,2.43947435347465,"C",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,-1,0.75,1,1,"closed","familiar","low","completely","informal","No_Alcohol_Served","4","cafe ambar"
"29",135045,0.446207600691123,206.382409474149,207.014052742287,"A",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",TRUE,4,1.46153846153846,1.30769230769231,1.30769230769231,"closed","familiar","high","no_accessibility","casual","Wine-Beer","4","Restaurante la Gran Via"
"30",132847,5.39401636961345,201.585370491246,202.122989922203,"A",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,1,1.16666666666667,1.33333333333333,0.666666666666667,"open","familiar","low","no_accessibility","informal","No_Alcohol_Served","4","don burguers"
"31",135054,7.82074207789643,199.239349910939,199.732377288075,"A",FALSE,1,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",TRUE,3,1,0.9,1,"closed","familiar","high","no_accessibility","informal","No_Alcohol_Served","2","Restaurante y Pescaderia Tampico"
"32",134975,207.377656217464,0.744303408638032,85.6901716192777,"B",TRUE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",TRUE,4,1.66666666666667,1.33333333333333,1.33333333333333,"closed","familiar","high","completely","informal","Full_Bar","4","Rincon del Bife"
"33",135053,3.07589876281412,209.878867146421,210.373395311761,"A",TRUE,3,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",TRUE,4,1.125,1,0.75,"closed","familiar","high","no_accessibility","informal","No_Alcohol_Served","2","La Fontana Pizza Restaurante and Cafe"
"34",135050,1.69701202627095,205.34946331939,205.732961351149,"A",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",TRUE,4,1.25,1.25,1,"closed","familiar","high","no_accessibility","informal","Wine-Beer","4","Restaurante la Estrella de Dima"
"35",135025,0.869967164092421,205.963191303394,206.596229059961,"A",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",FALSE,4,1.66666666666667,1.46666666666667,1.6,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","2","El Rincon de San Francisco"
"36",135030,0.469783892405624,207.186403155947,207.873396900882,"A",FALSE,2,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",FALSE,1,1.58333333333333,1.33333333333333,1.41666666666667,"closed","quiet","medium","no_accessibility","informal","No_Alcohol_Served","2","Preambulo Wifi Zone Cafe"
"37",135057,3.41509142169444,203.493740123894,204.079174383434,"A",TRUE,1,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",TRUE,4,1.26666666666667,1.33333333333333,1.33333333333333,"closed","familiar","medium","no_accessibility","informal","Wine-Beer","2","El Herradero Restaurante and Bar"
"38",135079,1.42037341139388,208.189410224885,208.831801204109,"A",FALSE,1,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",FALSE,2,1.17647058823529,1.11764705882353,0.941176470588235,"closed","familiar","high","no_accessibility","informal","No_Alcohol_Served","2","Koye Sushi"
"39",134992,204.03917729247,2.89031784375768,86.2939547984067,"B",TRUE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",TRUE,3,1,1.5,1,"closed","familiar","high","no_accessibility","casual","Wine-Beer","4","Restaurant Teely"
"40",132954,0.279028815074208,207.107598398148,207.679602467808,"A",FALSE,1,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",TRUE,4,1,0.777777777777778,0.888888888888889,"closed","familiar","medium","partially","informal","No_Alcohol_Served","2","la parroquia"
"41",135041,0.899125078952192,205.938857799012,206.557461161688,"A",FALSE,2,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",FALSE,1,1.17647058823529,1.17647058823529,1,"closed","familiar","medium","no_accessibility","informal","Wine-Beer","2","Luna Cafe"
"42",132608,205.65040804102,86.4643556634237,1.93420627152597,"C",TRUE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",TRUE,1,1,1.16666666666667,0.833333333333333,"open","quiet","low","completely","informal","No_Alcohol_Served","3","Hamburguesas La perica"
"43",135046,1.9627435697823,208.594216805642,209.384317728023,"A",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",TRUE,3,1.27272727272727,1.27272727272727,0.818181818181818,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","2","Restaurante El Reyecito"
"44",132564,207.766567520147,86.0684288732849,0.352540206977321,"C",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,-1,1.25,1.25,1.5,"closed","familiar","low","completely","informal","No_Alcohol_Served","4","churchs"
"45",132869,6.89796702831511,200.127083827551,200.64447231232,"A",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",TRUE,1,1.16666666666667,1.33333333333333,1.16666666666667,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","2","Dominos Pizza"
"46",132925,1.05105367322183,205.801659096341,206.393778720961,"A",FALSE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",FALSE,1,1,1.2,1.2,"closed","familiar","medium","completely","informal","Wine-Beer","2","el pueblito"
"47",132955,2.75833547196473,209.416776907198,210.175684141847,"A",FALSE,1,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",FALSE,5,2,1.8,1.8,"closed","familiar","low","completely","informal","Wine-Beer","2","emilianos"
"48",135059,0.504128309219728,207.178026587754,207.889686959347,"A",TRUE,1,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",TRUE,1,1.66666666666667,1.44444444444444,1.33333333333333,"closed","familiar","medium","no_accessibility","informal","Wine-Beer","2","Restaurant Bar Hacienda los Martinez"
"49",135001,204.58029822931,2.29589447887566,86.1018511126168,"B",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",TRUE,4,1.42857142857143,1.42857142857143,1.57142857142857,"closed","familiar","medium","completely","informal","Wine-Beer","4","Vips"
"50",135063,1.12523798539148,205.747299562894,206.308479120081,"A",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,1,1.25,1,1.25,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","4","Restaurante Alhondiga"
"51",135080,1.40041014680639,208.080833960677,208.821666346051,"A",TRUE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,4,1,1,1,"closed","familiar","high","no_accessibility","informal","No_Alcohol_Served","4","los Toneles"
"52",135000,206.586306304608,1.13717760820154,87.1100592052532,"B",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,1,1.25,1,1,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","4","Restaurant los Pinos"
"53",135066,1.49018147163815,205.485909483482,205.933220471736,"A",TRUE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",TRUE,3,1.5,1,1.33333333333333,"closed","familiar","high","no_accessibility","informal","Wine-Beer","4","Restaurante Guerra"
"54",135034,4.01107724761227,210.572041525905,211.429374388058,"A",FALSE,1,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",FALSE,4,2,2,1.6,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","2","Michiko Restaurant Japones"
"55",135060,0.798201285135619,206.062115276863,206.632034588368,"A",FALSE,1,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",FALSE,1,1.13636363636364,1.04545454545455,1.27272727272727,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","2","Restaurante Marisco Sam"
"56",135055,2.55569844311419,209.230511843882,209.972681394899,"A",TRUE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",TRUE,4,1.71428571428571,1.71428571428571,1.71428571428571,"closed","familiar","high","no_accessibility","informal","No_Alcohol_Served","2","la Cochinita Pibil Restaurante Yucateco"
"57",135108,5.82791609287293,201.130137486055,201.727159522143,"A",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,-1,1.18181818181818,1.18181818181818,1,"closed","familiar","low","completely","informal","No_Alcohol_Served","4","Potzocalli"
"58",135074,1.55859403328615,208.275392701712,208.980376985585,"A",TRUE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",TRUE,3,1.75,1.75,1.75,"closed","familiar","high","no_accessibility","informal","Wine-Beer","2","Restaurante la Parroquia Potosina"
"59",135018,207.153140645377,1.15976279992476,87.226665914864,"B",TRUE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",TRUE,4,1.5,1.75,1.5,"open","familiar","medium","completely","informal","Full_Bar","1","El Oceano Dorado"
"60",135064,1.22719969143933,207.993000896769,208.644329636076,"A",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",TRUE,3,0.882352941176471,1.05882352941176,0.705882352941177,"closed","familiar","high","no_accessibility","informal","No_Alcohol_Served","4","Restaurante El Chivero S.A. de C.V."
"61",135038,0.878785069968686,205.977817433385,206.556156246436,"A",TRUE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,1,1.20833333333333,1.16666666666667,0.958333333333333,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","4","Restaurant la Chalita"
"62",135081,2.81208751609821,204.182712507401,204.618817933355,"A",FALSE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,3,1.18181818181818,1.45454545454545,1.27272727272727,"closed","familiar","medium","no_accessibility","informal","No_Alcohol_Served","4","El Club"
"63",132723,3.82352031386677,210.45186720482,211.230904995599,"A",TRUE,1,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",TRUE,2,1.41666666666667,1.33333333333333,1.25,"closed","familiar","medium","completely","informal","Full_Bar","2","Gordas de morales"
"64",135051,0.965272442720069,205.875215166021,206.49060821957,"A",TRUE,-1,"OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS","OTROS",FALSE,1,1.42857142857143,1.28571428571429,1.07142857142857,"closed","familiar","low","no_accessibility","informal","No_Alcohol_Served","4","Restaurante Versalles"
